,date,review,rating,isEdited,userName,title
213,2021-10-18 12:22:07,"Giao diện đẹp, trẻ trung, mượt và dễ sử dụng; an toàn bảo mật cao. Cài đặt giao diện mang dấu ấn cá nhân. Đặc biệt nhiều tiện ích và miễn phí nhiều dịch vụ khi đăng ký gói tài khoản. Luôn luôn tin tưởng sử dụng VCB",5,False,Noen Nguyen,Tin tưởng sử dụng
214,2021-10-18 12:19:49,Dịch vụ tuyệt vời rất đáng trải nghiệm,5,False,tuntun29,Dịch vụ tuyệt vời rất đáng trải nghiệm
215,2021-10-18 12:19:12,"App rất tiện lợi, tôi rất thích sử dụng và ủng hộ các sản phẩm của VCB",5,False,Hạnh Nguyễn @,Tôi rất thích
216,2021-10-18 12:18:28,Ứng dụng dễ sử dụng. Tiện ích nên có cho tất cả mọi người 👍🏻👍🏻👍🏻👍🏻👍🏻,5,False,Mi Nguyen 1006,Tốt
217,2021-10-18 12:13:09,"App an toàn, mượt, mịn mn nên sử dụng",5,False,một người yêu nước cho biết,Rất hài lòng
218,2021-10-18 12:08:04,An toàn tiện lợi,5,False,Trúc 12,Smart OTP VCB
219,2021-10-18 12:07:02,Sử dụng tuyệt vời,5,False,Nhan@123456,vietcombank Smart otp
220,2021-10-18 12:06:15,Quá tuyệt vời,5,False,Okvcbok,Tuyệt vời
221,2021-10-18 12:03:19,Best choice,5,False,ntdat2910,Awesome
222,2021-10-18 11:58:30,Rất ok,5,False,tthlinh,OTP
223,2021-10-18 11:57:46,Thao tác nhanh. Tin cậy,5,False,Hanhket,Smart OTP
224,2021-10-18 11:56:52,"Sử dụng tiện lợi, an toàn, tích hợp nhiều tính năng",5,False,Hl 2021,Tôi hài lòng với ứng dụng
225,2021-10-18 11:34:37,"An toàn, tiện lợi",5,False,Thư Hương 261,Tiện lợi
226,2021-10-18 11:34:24,"Giao dien xinh đẹp, thân thiện, đơn giản dễ sử dụng",5,False,hieupm94,Vietcombank
227,2021-10-18 11:32:48,"Giao diện đẹp, tiện lợi, dễ sử dụng, mọi người nên thử",5,False,Oanh Tú 2808,Vietcombank SmartOTP
228,2021-10-18 11:14:56,Quá tuyệt lun!,5,False,Ha 12,Vcb Smart otp
229,2021-10-18 11:12:53,Ứng dụng rất tiện lợi,5,False,Duongnp,Ứng dụng hay
230,2021-10-18 11:09:35,App rất thân thiện người dùng,5,False,VHTIN,VHT 12 92
231,2021-10-18 11:06:58,Good,5,False,Vddieu123,Good
232,2021-10-18 11:02:24,Bảo mật và an toàn,5,False,Nguyễn Thị Ánh Diệp,Smart otp
233,2021-10-18 10:49:10,"SmartOTP an toàn, tiện ích",5,False,Thuynguyenaki,SmartOTP
234,2021-10-18 10:48:51,Giải pháp công nghệ tuyệt vời,5,False,Trungdb13,App ngon
235,2021-10-18 10:43:24,Ứng dụng tốt,5,False,123 ms hai,"An toàn, đáng tin cậy"
236,2021-10-18 10:39:56,An toàn bảo mật,5,False,cuongt.,Tốt
237,2021-10-18 10:37:36,"Nhanh, giao dịch an toàn, bảo mật, an tâm trong thanh toán trực tuyến",5,False,Hai ND6,"Nhiều trải nghiệm, tiện lợi"
238,2021-10-18 10:35:09,"App vietcombank chạy ổn định, đáng tin cậy",5,False,0988112222,Ổn
239,2021-10-18 10:28:30,Luôn ủng hộ,5,False,Thuỳ Trang PY,"Dịch vụ tốt, luôn cải tiến để tốt hơn, tiện lợi hơn"
240,2021-10-14 09:22:20,"Ứng dụng chạy tốt, dễ sử dụng, giao diện đẹp, nói chung rất tốt.",4,False,muoi em,Hiepvv.gla - vcb smart OTP
241,2021-10-18 10:27:32,Đã sử dụng và thấy rất thích,5,False,Ngoc Lht,Tốt! Tiện lợi!
242,2021-10-18 10:24:59,Cấp mã OTP nhanh,5,False,Đậu Phộng,Tuyệt vời
243,2021-10-18 10:23:26,Secured and convenient.,5,False,Adoneang,Very good
244,2021-10-18 10:21:02,vote ngàn sao,5,False,Mùa Xuân.,vcb digibank
245,2021-10-18 10:19:49,"Tăng tính bảo mật so với SMS, Đặc biệt rất phù hợp cho những cai hay phải đi công tác nước ngoài không có đk kiện nhận tin Sms.",5,False,Code1310,Tiện dụng
246,2021-10-18 10:16:57,Dễ sử dụng tiện lợi giao diện đẹp,5,False,Mỹ Hạnh 0110,Ứng dụng tốt
247,2021-10-18 09:23:05,"App tuyệt vời, mọi người nên sdung",5,False,TTKPHUONGKGI,App tuyệt vời
248,2021-10-18 08:24:56,Ứng dụng tuyệt vời,5,False,oanhlebmt,Đánh giá
249,2021-10-18 01:29:03,"Ứng dụng có tính bảo mật cao, hiện đại",5,False,Linh273,Ứng dụng có tính bảo mật cao
250,2021-10-17 13:45:18,"Smartotp tiện lợi cho giao dịch chuyển tiền lớn, giao dịch ngoài lãnh thổ vietnam.",5,False,%#*$¥,Tiện lợi cho giao dịch lớn
251,2021-10-17 07:35:49,App sử dụng tốt,5,False,NQHai,Đánh giá
252,2021-10-17 04:50:27,👍👍👍👍👍,5,False,nguyễn Thị Hà Mi,👍👍👍
253,2021-10-17 03:27:42,Bảo mật cao,5,False,Cucdabu2506,Good
254,2021-10-15 07:46:15,Rất nhanh và thuận tiện,5,False,nguyen2726,Excellent
255,2021-10-14 13:47:22,Ứng dụng với tính bảo mật cao,5,False,Tô Kim Anh 95,Ứng dụng tuyệt vời
256,2021-10-14 13:10:05,Dịch vụ ok!,5,False,Berry Thanh Tú,Berry Thanh Tú
257,2021-10-14 06:31:27,"Ứng dụng hỗ trợ tốt, phù hợp, nhanh",5,False,uyn159,Tốt
258,2021-10-14 03:14:31,"Ứng dụng tính bảo mật cao, dễ sử dụng",5,False,Hao xinh,Ứng dụng rất tốt
259,2021-10-14 02:20:02,"Nhanh, tiện lợi, hạn mức cao",5,False,phuongt9,Smart OTP
260,2021-10-12 14:23:13,Phiên bản mới đã fix một số lỗi khá khó chịu khi sử dụng lúc trước. Hy vọng sẽ VCB sẽ tiếp tục nâng cấp và cập nhật để hoàn thiện ứng dụng hơn.,4,False,Duy Thai Pham,Đã lắng nghe khách hàng
261,2021-10-14 01:18:06,Dịch vụ Ok.,5,False,6sao@123,Tuyệt!
262,2021-10-13 12:07:48,Trải nghiệm quá tuyệt vời,5,False,tinhbantuoitho,Vcb
263,2021-10-13 07:22:07,Vietcombank là niềm tự hào của tôi,5,False,Thái Tâm*,Vietcombank
264,2021-10-13 07:11:43,"App dùng mượt, nhận mã rất nhanh",5,False,trang2377,Mã otp
265,2021-10-13 04:25:41,"Giao diện bắt mắt, dễ sử dụng",5,False,BHDN10,Giao diện đẹp mắt
266,2021-10-13 04:13:47,App nhanh và tiện lợi nhất trong các bank,5,False,meothomheomap,Nhanh
267,2021-10-13 01:54:29,Tiện lợi,5,False,quang8980623,Hữu ích
268,2021-10-13 01:43:26,Tuyệt vời,5,False,Sh0210,Tốt
269,2021-10-13 01:38:28,Ngân hàng rất tuyệt vời,5,False,anhthuy74,Ngân hàng tốt
270,2021-10-13 01:37:36,Quá tuyệt vời!,5,False,anhnu,Không mất phí trải nghiệm nhiều dịch vụ hay!
271,2021-10-13 01:34:32,Chất lượng tốt,5,False,anhchinh65,Ngân hàng hàng đầu
272,2021-10-13 01:33:50,Rất ok,5,False,Kenjys,Sử dụng tốt
273,2021-10-12 13:17:49,Ứng dụng có rất nhiều tiện ích và sử dụng thuận tiện cho người dùng.,5,False,Letao5,Tôi rất hài lòng khi sử dụng ứng dụng
274,2021-10-12 12:38:46,Ứng dụng tốt,5,False,HDLINH@,Vcb tuyệt vời
275,2021-10-12 11:39:47,Chất lượng tốt,5,False,vcb hung,Bùi Duy Hưng
276,2021-10-12 08:56:56,"Tiện dụng, bảo mật",5,False,Nguyễn Thuỳ Ninh,Kết nối tốt với app digital banking
277,2021-10-12 07:27:41,Quá tuyệt,5,False,Hoa hau xinh,Tuyệt vời
278,2021-10-12 07:25:59,Ứng dụng tuyệt vời,5,False,thịnh ngoác,Vietcombank
279,2021-10-12 06:53:14,"Tiện ích, an toàn, dễ dàng sử dụng",5,False,Luyện g@,"Tiện ích, an toàn, dễ dàng sử dụng"
280,2021-10-12 06:40:42,Rất tiện ích !,5,False,Vu Van Phu,Vcb smart otp
281,2021-10-12 06:13:39,"App ổn định, quá ok",5,False,P3 Nhung,Very good
282,2021-10-12 05:43:45,Tuyệt vời,5,False,N.T98,App số 1
283,2021-10-12 02:51:59,rất tốt,5,False,thao1995@,t
284,2021-10-12 02:15:48,ứng dụng rất phù hợp với nhu cầu giao dịch của khách hàng,5,False,Tuấn La Hán,Đánh giá
285,2021-10-12 01:09:10,Trãi nghiệm SMARTOTP tuyệt vời!,5,False,Duy An Van,Tuyệt vời
286,2021-10-12 00:59:59,Mình sử dụng tất cả các app của Vietcombank. Chung quy rất thích và tiện lợi.,5,False,Nga1908,App đẹp
287,2021-10-12 00:41:16,Tuyệt vời,5,False,Khoalhd,VCB Smart OTP
288,2021-10-11 15:58:33,Sử dụnh dịch vụ vcb rất tốt,5,False,nnquynh8,Rất hài lòng
289,2021-10-11 15:19:49,"Ứng dụng tuyệt vời, dễ sử dụng, bảo mật tốt",5,False,Vân-Anh,Tuyệt vời
290,2021-10-11 15:11:49,"Dạo này thấy app xài ổn, rate 5* nhé",5,False,truong ba hoc,Mr Vinh
291,2021-10-11 14:45:01,"Rất hay, giao dịnh tốt",5,False,Lord DVD,Nhận xét
292,2021-10-11 14:00:15,"Rất tiện ích, dễ sử dụng, xử lý nhanh",5,False,Tuyenntn.hcm,Nhận xét:
293,2021-10-11 13:07:56,"App bảo mật
Dễ sử dụng",5,False,Duongntt91,An toàn
294,2021-10-11 11:23:49,Mọi người nên tải và sử dụng nhé!,5,False,Thức'ss,Rất tốt!
295,2021-10-11 09:06:07,Ứng dụng tốt,5,False,nf12$$,Hong bui
296,2021-10-11 11:23:09,Trải nghiệm rất tốt,3,False,Yen moon2,Tuyệt vời
297,2021-10-11 08:38:18,"Đơn giản, tiện ích, dễ dàng sử dụng",5,False,Baokhanh$,Tôi rất hài lòng
298,2021-10-11 07:51:22,"Ứng dụng siêu bảo mật, rất cần thiết",5,False,hoavcblinh,Rất an toàn và bảo mật
299,2021-10-11 07:28:45,ứng dụng thân thiện,5,False,gacondanhtran,vcb smart otp
300,2021-10-11 07:11:54,Ứng dụng cũng dễ dùng mà nhỉ?,5,False,TRNG93,Vcb
301,2021-10-11 06:44:05,"Ứng dụng tiện lợi, dễ sử dụng.",5,False,Phạm Thị Tám,Tôi hài lòng với ứng dụng
302,2021-10-11 06:39:56,Ứng dụng đơn giản dễ dùng,5,False,chuloan90,Tuyệt vời
303,2021-10-11 06:38:45,Tốt,5,False,1992. mèo,Đánh giá
304,2021-10-11 06:38:37,"Ứng dụng tốt, hiệu quả",5,False,Uyn1410,Good
305,2021-10-11 04:39:21,"Sử dụng thuận tiện, rất tốt",5,False,Sjjfkf,Vietcombank Smart Otp
306,2021-10-11 04:37:08,Tuyệt vời,5,False,Minhon79,Tuyệt vời
307,2021-10-11 04:09:13,Ứng dụng tốt,5,False,suoikim,Good
308,2021-10-11 04:06:27,"Có smart OTP tiện hơn SMS OTP rất nhiều, đỡ tốn công nhập lắm nhé",5,False,Sunnysunny1508,App dùng tốt
309,2021-10-11 03:53:52,Tuyệt vời!,5,False,kieuntt.qng,Vcb
310,2021-10-11 03:52:30,An toàn và dễ sử dụng,5,False,tiennvvcbqng,Vietcombank
311,2021-10-11 03:34:38,"Tôi rất yêu thích các ứng dụng của Vietcombank vì giao diện đẹp, thân thiện với người dùng và tiện lợi khi sử dụng. Các bạn nên sử dụng nhé.",5,False,Ilovevcb,Ứng dụng Smart OTP tuyệt vời
312,2021-10-11 02:51:39,Chất lượng tốt,5,False,ưdedrg,Tốt
313,2021-10-11 02:38:34,❤️,5,False,cungnhuquatrung,Good!
314,2021-10-11 02:35:44,Tuyệt vời,5,False,hanhvcbhd,Tuyệt vời
315,2021-10-11 02:23:50,Dịch vụ này rất tốt và tiện lợi!,5,False,khuyennt,VCB smart otp
316,2021-10-11 02:20:44,"Phần mềm nhanh, chính xác, thuận tiện.
Thủ tục nhanh gọn, dịch vụ phục vụ tốt.",5,False,Sophia_XL,Nhận xét
317,2021-10-11 02:19:22,Rất nhanh và tiện lợi.,5,False,HươngLy21,Nhận xét dịch vụ
318,2021-10-11 02:14:19,Tuyet!,5,False,diemdiep123456,Tôi rất hài lòng!
319,2021-10-11 02:08:51,Ứng dụng thân thiện với khách hàng,5,False,bothoimo,Dịch vụ vcb tốt
320,2021-10-11 02:02:39,bảo mật cao,5,False,Huynh Hoa Hong,tuyệt vời
321,2021-10-11 01:52:03,App rất thân thiện và dễ sử dụng,5,False,Annie _1,"Thân thiện, dễ sử dụng"
322,2021-10-11 01:48:27,Cảm thấy hài lòng,5,False,Trần Thị Bảo Trâm,VCB smart OTP
323,2021-10-11 01:32:06,Good app,5,False,yenhhhhhh,Good app
324,2021-10-11 01:23:11,Tuyệt vời,5,False,lê trang hải dương,Nx
325,2021-10-11 01:18:52,Hiện đại,5,False,Ta Thi Kieu Oanh,Good
326,2021-10-11 01:05:27,"Ứng dụng tuyệt vời, hữu ích",5,False,Cẩm Tú Võ,Hay
327,2021-10-11 00:56:27,"An toàn bảo mật, yên tâm tuyệt đối",5,False,Nguyen Thao 86,Smart OTP
328,2021-10-10 16:42:21,"app dùng k mất phí,nhiều tiện ích,dễ sử dụng,tính bảo mật cao",5,False,xm lệ,app chất lượng
329,2021-10-10 15:51:18,Rất tiện dụng đối với người dùng,5,False,Quế tháng tám,Rất tiện dụng
330,2021-10-10 15:21:48,Ủng hộ Vcb,5,False,Maingocle,Rất tuyệt!
331,2021-10-10 14:08:13,App hay. Tiện dụng nhất trong các app ngân hàng tôi từng dùng,5,False,calvin vu 511,Hung nguyen
332,2021-10-10 13:53:10,"Chuyển tiền an toàn, app thông minh, dễ sử dụng. Yêu VCB",5,False,ghhhgghhhgghghgh,"An toàn, tiện lợi"
333,2021-10-10 13:22:00,"Giao diện thân thiện, chuyển tiền nhanh, nhiều tính năng tiện ích",5,False,tuyetnthi,Tôi rất hài lòng với ứng dụng
334,2021-10-10 12:48:22,Phần mềm hỗ trợ an toàn bảo mật cho khách hàng.,5,False,pt2.hiep,Smart OTP an toàn bảo mật
335,2021-10-10 11:49:33,Rất ổn,5,False,tmquyen,5 sao
336,2021-10-10 10:57:02,Dễ sử dụng!!,5,False,Le Huyen Linh,Rất hài lòng👍👍
337,2021-10-10 10:22:58,Dùng rất tiện và hay,5,False,ducleanh1,App thuận tiện
338,2021-10-10 09:51:11,Rất tốt để trãi nghiệm dv,5,False,khong the thieu,Đồng hành cùng KH
339,2021-10-10 09:25:01,tôtz,5,False,hieu1908638,tốt
340,2021-10-10 03:31:36,Dịch vụ này tạm được,4,False,thdmccvnhc,được
341,2021-10-10 09:09:25,Excellent app for finance!,5,False,Bich Van Nguyen,Bich Van Nguyen
342,2021-10-10 09:04:21,Rat tot,5,False,nqt7519,Vcb
343,2021-10-10 08:16:57,"Ứng dụng đơn giản, dễ sử dụng!!",5,False,quangducxd4,Rất hài lòng 👍👍
344,2021-10-10 08:05:07,Phần mềm tốt,5,False,khicon6819,Tốt
345,2021-10-10 06:50:22,"An toàn, tiện lợi, dễ xử dụng",5,False,Đ T Đ,VCB Smart OTP
346,2021-10-10 06:30:21,Toi hai long,5,False,quy ST,Quy st
347,2021-10-10 06:14:57,Giao diện trực quan dễ dùng,5,False,.Captain.L,Sử dụng tốt
348,2021-10-10 06:08:35,Dvu tốt,5,False,hoa hoa co nuong,Otp
349,2021-10-10 06:02:53,Tốt,5,False,bentv92,Ứng dụng tiện lợi cho người dùng
350,2021-10-10 05:51:31,An toàn trong thanh toán,5,False,Trần PKhang,Tiện lợi khi ở nước ngoài
351,2021-10-10 05:41:25,1 sự trải nghiệm trên cả tuyệt vời,5,False,lyda_tran,Tốt
352,2021-10-10 05:21:26,Mãi tin dùng.,5,False,khanhminhbd,Ứng dụng tuyệt vời
353,2021-10-10 05:02:26,"giao diện đẹp, dễ sử dụng , tuyệt vời",5,False,ai lien 1712,vcb smart OTP
354,2021-10-10 03:08:40,Ứng dụng quá tuyệt vời,5,False,Tran dinh hiep,Vietcombank
355,2021-10-10 02:39:39,"Giao diện đẹp, app dùng mượt.",5,False,NTHYEN10,👍
356,2021-10-10 02:24:50,Ổn định.,5,False,thtriet,Tốt
357,2021-10-10 02:22:21,"Tiện dụng, an toàn bảo mật. Rất tin dụng dịch vụ và các ứng dụng Vietcombank",5,False,Lâm Hà Hồng Quyên,Ứng dụng tuyệt vời
358,2021-10-10 01:41:04,Mình thấy các app của VCB hiện tại chạy rất mượt và ít bảo trì,5,False,Justsykul,App Xài ổn
359,2021-10-10 01:33:45,Rất thích,5,False,mutinhoc,Ứng dụng hay
360,2021-10-09 16:20:14,"Đơn giản, dễ sử dụng, an toàn, bảo mật",5,False,Thuy Linh Le,Thuy Linh Le
361,2021-10-09 15:48:39,tuyệt vời,5,False,Nguyễn Thái Ninh,Nguyễn Thái Ninh
362,2021-10-09 15:30:26,Tiện lợi an toàn và bảo mật,5,False,An Bình 89,Quý Nguyễn
363,2021-10-09 15:16:11,Rất hài lòng,5,False,Hong Gion,Tốt
364,2021-10-09 15:10:30,Trải nghiệm với VCB SmartOTP thật tuyệt vời,5,False,Tuyến Ban,Sử dụng tuyệt vời
365,2021-10-09 15:03:23,Ứng dụng thật hữu ích trong thanh toán.,5,False,DHoang1,Hữu ích
366,2021-10-09 14:49:34,"Giao diện dễ dùng, thân thiện, nhiều tính năng hữu ích",5,False,Thanh 1310,App Vietcombank
367,2021-10-09 14:41:41,"bảo mật cao, chạy êm",5,False,hieuvh,tuyệt vời
368,2021-10-09 14:25:58,"Vcb thiết kế lúc nào cũng đẹp cũng đỉnh, app thiết kế dễ dùng và tiện ích",5,False,mắt hươu biệt xứ,App xịn xò giao diện đẹp
369,2021-10-09 14:10:13,Quá tiện lợi,5,False,Cuong 2808,Tốt
370,2021-10-09 14:05:08,Rất tuyệt,5,False,👍tốt,Rất tuyệt
371,2021-10-09 13:59:27,"Ứng dụng thân thiện, dễ sử dụng",5,False,Phuong Nguyen 1808,Tốt
372,2021-10-09 13:58:17,"Áp đẹp, chuyên nghiệp, dễ xài",5,False,Đặng Trang 7185,Xuất sắc
373,2021-10-09 13:55:16,Bảo mật tốt,5,False,ntqtrang,Tuyệt
374,2021-10-09 13:47:33,"Cơ chế bảo mật tốt, tiện nghi!",5,False,tuongdung201984,"Tốt, rất OK"
375,2021-10-09 13:35:48,Thuận tiện và nhanh chóng,5,False,thuận tiện và nhanh chóng.,Ổn
376,2021-10-09 13:34:00,"Dịch vụ ngân hàng tuyệt vời, ngân hàng quốc dân là đây",5,False,Bui Thi Van Anh,Tuyệt vời
377,2021-10-09 13:12:22,Quá nhanh,5,False,Sumibellaeric,Tuyệt vời
378,2021-10-09 13:04:54,Luôn hài lòng,5,False,vinhnguyen050287,Luôn hài lòng
379,2021-10-09 12:46:29,Ap smart otp vcb dễ sử dụng và độ bảo mật cao,5,False,Vvvv444,Nhận xét ap smart
380,2021-10-09 02:11:21,Nhưng do tính bảo mật nên tạm chấp nhận,4,False,Tuong Hoang Neo,Cơ chế hoạt động phức tạp
381,2021-10-09 12:46:06,"Sử dụng thuận lợi, nhanh chóng",5,False,Ctvpx,5*
382,2021-10-09 11:25:31,Ứng dụng tốt bảo mật cao 👍,5,False,Cloudydn,Good
383,2021-10-09 10:14:30,"Ứng dung tốt, dễ dùng",5,False,Lord Thanh Nguyen,Tốc độ
384,2021-10-09 09:37:29,"Gác chân ngủ ngon rồi. An toàn là bạn. 
VCB smart otp thêm 1 lớp cửa cho tài sản của bạn !",5,False,Mộc 68,Tuyệt
385,2021-10-09 09:24:44,"Giao diện đẹp mắt, dễ nhìn, chuyển tiền nhanh và nhiều tính năng tiện ích đa dạng",5,False,NTTT 2021,Tôi rất hài lòng với ứng dụng
386,2021-10-09 09:15:24,Mình cảm thấy hài lòng với ứng dụng  này vì nó đem lại hiệu quả cho bản thân và gia đình của mình. Khuyến khích mọi người sử dụng nha,5,False,bá đạt 1976,Tuyệt vời
387,2021-10-09 06:21:30,"Nhanh, tiện lợi, tiết kiệm và bảo mật",5,False,Mai TNI,An toàn
388,2021-10-09 06:16:59,"Ứng dụng gọn gàng dễ sử dụng, nhanh, dễ xài",5,False,Lihobu,Smart
389,2021-10-09 04:48:45,Rất tuyệt vời,5,False,Trangnguyen9205,Rất tốt
390,2021-10-09 04:41:04,"Sử dụng ứng dụng này tôi thực sự thấy rất cần thiết, và hữu dụng.",5,False,Khiêm ND,Ứng dụng Vietcombank
391,2021-10-09 04:40:08,Giải pháp bảo vệ khách hàng rất hoàn hảo của VCB.,5,False,NN Thành Vinh,VCB smart OTP bảo mật rất tốt
392,2021-10-09 04:25:23,"Giao diện dễ thao tác, tiện lợi",5,False,VioletChippy,Dịch vụ tốt nhất
393,2021-10-09 03:57:16,Bảo mật nhanh chóng tiện lợi,5,False,TrangDang309,Bảo mật an toàn
394,2021-10-09 03:45:03,Đáp ứng được nhu cầu kH,5,False,kháoat,Chất lượng dịch vụ
395,2021-10-09 03:12:50,"Tôi rất hài lòng về dịch vụ của ngân hàng. Giao diện đẹp mắt, dịch vụ chất lượng",5,False,Tuu Binh,Tôi rất hài lòng
396,2021-10-09 02:49:04,Ổn định,5,False,ducnxxx,App tốt
397,2021-10-09 02:27:50,ứng dụng tiện lợi và rất dễ sử dụng!!!,5,False,huynguyen0409,Tôi hay sử dụng app này!
398,2021-10-09 02:20:22,Tuyet voi,5,False,Trai nghiem va cam nhan,Trai nghiem va cam nhan
399,2021-10-09 02:08:38,Dùng tuyệt vời,5,False,LTTHUY17,Rất hài lòng
400,2021-10-09 02:04:15,"App hay , giao diện đẹp, ổn định",5,False,Anh Tuan TN,Rất thích
401,2021-10-09 01:51:46,"Tôi dùng VCB nhiều năm rồi và thấy phần mềm OTP này rất hữu ích, nhất là dùng cho các doanh nghiệp, từ khi dùng chưa bao giờ bị lỗi. Nói chung rất tiện, các doanh nghiệp nên dùng",5,False,bino123112,VCB nhanh chóng tiện lợi
402,2021-10-09 01:20:32,"Rất tiện lợi khi sử dụng, tạo mã OTP nhanh, bảo mật tốt và thân thiện, dễ dùng.",5,False,nguyen nhu anh,Tôi rất hài lòng với ứng dụng
403,2021-10-09 00:49:33,"Rất nhanh, hữu ích",5,False,v@nloi,"Rất nhanh, hữu ích"
404,2021-10-09 00:28:10,"Ứng dụng này rất tốt, rất tiện ích và dễ sử dụng, tôi rất thích.",5,False,Huongnt.hdu,VCB
405,2021-10-08 23:44:44,nhờ có phần mềm có thể sử dụng vcb mọi nơi,5,False,men0th,cơ chế kiểm soát tốt
406,2021-10-08 17:09:48,Thêm lớp bảo mật tiện lợi,5,False,Trung 0610,Tiện lợi
407,2021-10-08 16:53:13,An tâm khi chuyển tiền,5,False,dieupham16,Bảo mật cao
408,2021-10-08 15:46:24,"App mượt, nhanh. Vote 5*",5,False,lanhuong***,Good!
409,2021-10-08 15:16:46,Dùng tốt,5,False,Cam Cam Hanoi,Tốt
410,2021-10-08 15:04:12,Ko thể thiếu cùng Vietcombank Digibank. Bảo mật- an toàn- tiện ích!!! 👍👍👍,5,False,Uyen Nhi Pham,Rất tiện và thik!!!
411,2021-10-08 15:03:21,"Giao diện đẹp mắt, dễ nhìn, chuyển tiền nhanh, và nhiều tính năng, tiện ích đa dạng khác",5,False,Quách Thị Phin,Tôi rất hài lòng với ứng dụng
412,2021-10-08 14:59:03,Tôi rất hài lòng khi sử dụng. Bảo mật cao. An toàn. Giao diện dễ sử dụng,5,False,loanthanh2021,Hài lòng
413,2021-10-08 14:36:23,Dùng tốt; dịch vụ ổn,5,False,Vothuong123,Nhận xét
414,2021-10-08 14:52:07,"App thân thiện, dễ dùng",3,False,vuthixuanhuong,App dùng rất tốt
415,2021-10-08 14:31:34,app nhanh và tiện lợi nhất so với các app của bank khác,5,False,thuỳ 1209,Nhanh và tiện lợi nhất
416,2021-10-08 14:26:21,Trải nghiệm với VCB smart OTP thật tuyệt vời,5,False,dp1110,Sử dụng  tuyệt vời!
417,2021-10-08 14:25:05,TẤT CẢ CÁC SẢN PHẨM CỦA VCB ĐỀU TỐT. TÔI RẤT HÀI LÒNG,5,False,Chời ơi điên mất,RẤT TỐT
418,2021-10-08 14:15:30,Tiện ích trong việc tăng cường bảo mật thông tin,5,False,BCD3003,Number 1
419,2021-10-08 14:10:40,Quá hay!,5,False,luunt.dla,Hay!
420,2021-10-08 13:54:52,VCB là ngân hàng uy tín và luôn tiên phong trong đổi mới để khách hàng có những trải nghiệm tốt nhất,5,False,TrKhMinh,Ngân hàng hiện đại
421,2021-10-08 13:20:16,App dễ sử dụng,5,False,Loan3009,App dễ sử dụng
422,2021-10-08 13:03:51,Tiện lợi và thông minh,5,False,Song Ninh,Rất tiện
423,2021-10-08 12:58:23,"Ứng dụng nhanh, an toàn, thân thiện với người sử dụng.",5,False,HoaTomTep,Vcb Smart OTP
424,2021-10-08 12:41:46,Ứng dụng độ bảo mật cao,5,False,Tamtrinh19-10,Tôi đã dùng
425,2021-10-08 12:36:39,Trải nghiệm tuyệt vời,5,False,HP12945,Sử dụng tuyệt vời
426,2021-10-08 12:32:55,"Ứng dụng dễ sử dụng, tiện ích phù hợp. Chuyển tiền nhanh.",5,False,Hiền minhon,Rất thích
427,2021-10-08 12:24:31,"Ứng dụng nhanh chóng, thuận tiện, dễ sử dụng",5,False,ducminh1908,Tốt
428,2021-10-08 12:22:48,"Tôi thường xuyên dùng App của VCB để giao dịch chuyển tiền, SmartOTP là ứng dụng xác thực rất an toàn, tiện lợi và tính bảo mật cao",5,False,btqly,An toàn và tính bảo mật cao
429,2021-10-08 11:34:04,Rất tốt,5,False,Bi Măng,Vcb
430,2021-10-08 11:31:32,Chủ động,5,False,vuigame,Hiện đại
431,2021-10-08 11:29:41,"Ứng dụng tuyệt vời, dễ sử dụng",5,False,Khánh Đoan,Ứng dụng
432,2021-10-08 11:23:48,Tuyệt vời,5,False,hiennguyen1996,App vietcombank
433,2021-10-08 11:21:16,App rất tốt,5,False,Duong912,App rất tốt
434,2021-10-08 11:20:46,"Nhanh chóng, tiện lợi, bảo mật cao, giao diện thân thiện.
5 sao",5,False,Tranizzle,App tốt
435,2021-10-08 11:20:26,"App rất hữu ích và dễ sử dụng, giao diện hiện đại và thân thiện với người dùng! Vote 5🌟",5,False,Lam Mạc,App VCB tuyệt vời
436,2021-10-08 11:18:38,Dùng mới biết công nghệ số của Vcb luôn đi đầu,5,False,Tanvcb,Vcb No1
437,2021-10-08 11:18:20,Một ứng dụng tuyệt vời cho những,5,False,PHẠM NỮ MINH PHƯƠNG,Trên cả tuyệt vời
438,2021-10-08 11:10:25,"Tôi hài lòng, rất an toàn",5,False,bạch kim 2,Hài lòng
439,2021-10-08 11:04:10,Rất tốt,5,False,sansan1725,Tuyệt vời
440,2021-10-08 11:03:06,Trải nghiệm ok.,5,False,khanhpn,Trải nghiệm
441,2021-10-08 11:00:59,"Ứng dụng tuyệt vời, thân thiện",5,False,nptung,Tuyệt
442,2021-10-08 10:59:50,Sử dụng Smart OTP tôi hoàn toàn yên tâm giao dịch an toàn mà không lo bị kẻ gian lợi dụng. Chúc ứng dụng thành công.,5,False,Quangwe,Ứng dụng bảo mật
443,2021-10-08 10:59:34,Dùng rất tiện,5,False,Như Ý @,Tuyệt vời
444,2021-10-08 10:57:20,"Sử dụng dễ,tích hợp thông minh",5,False,daidepgai,10 sao
445,2021-10-08 10:55:47,Rất tiện ích,5,False,hangntp,Rất hài lòng
446,2021-10-08 10:55:17,Hãy là bạn của chúng Tôi! Chúng Tôi là Vietcombank!,5,False,B020506,Vietcombank
