,reviewId,userName,review,score,thumbsUpCount,reviewCreatedVersion,date,developerResponse,ResponseDate
0,39c2aed5-d775-4faf-bcb3-f4786a767af1,hieu kalo,tốt rất nhiều tiện ích.,5,0,5.4.4,2023-02-27 10:32:07,,
1,97d60830-cff6-4b49-a680-5d68c51dcb17,Canh Phan,Rất tốt,5,0,5.4.4,2023-02-27 09:25:42,,
2,fb5c4b1b-aa9f-4d94-8a65-b7d4513e4d7a,Hiệp Chu Hữu,Phần mềm ngu,1,0,5.4.4,2023-02-26 17:45:59,,
3,1fe5916e-7bc1-4f88-8745-d3c536d4077f,Nhan Cao,Rất ok,5,0,5.4.4,2023-02-26 13:45:13,,
4,c3cb8df9-36cd-44ef-b08c-b277372eb290,Thành Nguyễn Văn,Ok,4,0,5.4.4,2023-02-26 13:39:05,,
5,cd05ff65-ef86-486b-928f-e5e4ae561b7e,NGUYỄN VĂN NA,Rất là hay mội người nên dùng ạ,5,0,5.4.4,2023-02-26 11:41:37,,
6,c92599dd-52dc-4693-a331-5cc101402748,haiquan le,Có ích,5,0,5.4.4,2023-02-26 04:57:48,,
7,366ad646-46bd-4282-bf31-54834de8eec8,vu chiem,Tot,5,0,5.4.4,2023-02-25 19:41:05,,
8,4272fd0b-f501-45a2-8b81-ab9a243accec,Việt Đo đăng,App lỗi à mà chụp căn cước công dân ko được,1,0,,2023-02-25 16:13:43,,
9,d12cf5c4-f31e-43ef-a572-69ef60f0d058,nhãn phan,ngân hàng này là ngân hàng hút máu ghê nhất trong các ngân hàng mà tôi sử dụng,1,0,,2023-02-25 09:02:10,,
10,70757c39-260e-4d68-af33-b01adf3645c0,Bảo Lê,Như cc,1,0,5.4.4,2023-02-24 23:04:47,,
11,dcf481eb-3c10-49ee-a752-40b4a9bac42a,Van Dung Nguyen,Tốt,5,0,5.4.4,2023-02-24 19:35:34,,
12,1fc0b77f-bf10-4515-93d6-e46cfb1585eb,Audy Duy,TREO TIỀN QUÁ NHIỀU LẦN,1,0,5.4.4,2023-02-24 18:38:00,,
13,3f8accdf-4749-44d3-8617-d614ad2c3b73,huong nguyen thi thu,nhanh dễ sử dụng,5,0,5.4.4,2023-02-24 16:53:04,,
14,2769c563-d8ab-43e1-8a73-70e262778caf,Abc d,Lỗi nhận diện khuôn mặt? 😀😀 App như cc,1,0,,2023-02-24 15:12:20,,
15,25095d96-b5a0-4f8e-bda1-ea3ebb9af0e3,Nga Hoang,Ok,5,0,5.4.4,2023-02-24 14:06:46,,
16,8a81f349-8052-4416-85ed-f2e255b5261f,Ngọc Minh,Vay 0% online vô trang 𝐕𝐚𝐲𝟗. 𝐂𝟎𝐌Vay 0% online vô trang 𝐕𝐚𝐲𝟗. 𝐂𝟎𝐌 .,5,2,5.4.4,2023-02-24 13:12:53,,
17,877c6f83-e240-4299-83cc-dee94db1e7db,ngoc thung tran,Mỗi lần chuyển khoản là bắt chụp khuôn mặt cực kỳ bất tiện!,1,0,,2023-02-24 06:27:17,,
18,b06d2215-d719-4ff6-81ed-2672b001694a,Cô Đơn Quang,"K lấy lại được mật khẩu, nhân viên tư vấn kém",1,0,5.3.7,2023-02-23 19:51:35,,
19,bcd7ce00-1137-48ac-9e38-896bc3142a45,Hiếu Bùi,Tôi sd 1tg rồi thấy ok,5,1,5.4.4,2023-02-23 18:18:06,,
20,70aba6d9-f40c-41a9-9090-225ec3d3b93c,Hoàng Long,khó tải về thế,3,0,,2023-02-23 18:12:52,,
21,260ac312-7779-4477-8a68-4e297312baf8,Vừa Tiện Tệ Mạnh Bá,Vô luôn trang VAY333 . C0M vay 0%,5,0,5.4.4,2023-02-23 16:43:49,,
22,ff3c9de8-c035-431f-b918-2b9ec8dba1a3,Long Dangduylong,Ứng dụng rất tốt,5,0,5.4.4,2023-02-23 16:01:45,,
23,935baeae-623c-4d34-83bf-4ecc416db538,Cuong Nguyen,Tốt,5,0,,2023-02-23 14:43:11,,
24,17a2d3ba-f404-47e1-a69e-4d65d89f8d13,Toàn Nguyễn Văn,Vô Vay333 . C0M vay 0% online nhanh,5,0,5.4.4,2023-02-23 11:37:35,,
25,6ac37e62-8dee-4aad-a04c-f1472fee60e1,Vũ Anh Thắng,Tôi k tải đc app,5,0,,2023-02-23 10:16:28,,
26,d13f9bf2-02d0-4e8a-95f0-262fa80d9af9,Diện Nguyễn,Không có cách nào để tắt xác thực khôn mặt hay tăng hạng mức cần xác thực ak tk mik mở trực tuyến mà xa atm quá không ra quầy dc không biết có hỗ trợ qua điện thoại ko,3,0,5.4.4,2023-02-23 10:05:07,,
27,0b93d098-a7da-43db-a7fe-3c5fec557089,Trung Tuyến Trần,"đừng nên xài app này ông hoàng các loại phí app rác,hút máu người dùng",1,0,5.4.4,2023-02-23 01:20:39,,
28,eff6ce1d-1c8f-4c8e-b015-186b56314ca3,Giang Phan,Totlam,5,0,5.4.4,2023-02-22 20:47:55,,
29,58d250ae-548a-4cae-93b4-7bf09ce74175,Võ Phúc Khang,"App dở, quên mk k đổi đc",1,0,5.4.4,2023-02-22 20:36:43,,
30,a0370851-2e3c-4617-b5a8-270d3d4bef76,Ma Phuong,Ok Ko,5,0,5.3.8,2023-02-22 20:11:31,,
31,48bab1d6-035d-4883-b32a-88f909fa6ccc,Minh Triết Hồ Thanh,Ok,5,0,5.4.4,2023-02-22 19:36:41,,
32,162681bc-1cd5-4a5a-a182-7fb7aeed942a,Chien Doan,Chạy rất chậm,1,0,5.4.4,2023-02-22 18:54:06,,
33,b95f26fa-b2be-40c7-961b-74b617b2d4fb,Phong Trịnh,Như l nhập đúng thông tin cứ sai sai đổi mk nhập lại vẫn sai xong khoá tk của t,1,0,,2023-02-22 18:39:33,,
34,bcd8de00-028c-4006-a853-ceaa9eb07979,trần nam,Bỏ cmm cái xác thực gương mặt đi,1,0,5.4.3,2023-02-22 17:34:47,,
35,bd13a2e4-ca12-46ad-8b9c-312276235959,nguyễn trịnh thiên ân,Tốt,5,0,5.4.4,2023-02-22 11:27:40,,
36,e66e5b24-b54a-4686-a0bf-559c520a664d,Tien,"Quét mã NFC toàn lỗi, mất nửa ngày chả làm được. Bực quá đổi sang BIDV làm",1,0,5.4.4,2023-02-21 22:46:57,,
37,8626a4bd-a0a6-4979-aa5e-d05f9b008957,Dương Lê,Ông lg cái nhận diện khuôn mặt ngủ nhiều bò làm kiểu j mà cả tiếng ko nhận diện đc,1,0,,2023-02-21 22:39:36,,
38,ece384aa-1639-45df-ac1e-96f64da101fe,Nguyễn Dương,Chuyền tiền chậm Giao dịch ko an toàn làm việc vớ vẩn Bắt ép người dùng,1,1,5.4.4,2023-02-21 16:46:39,,
39,432fd3d6-36e8-46b3-b79d-ec0d98c49bf2,Tới Ngọc,Dùng được vài 3 tháng mà trừ hết mấy trăm nghìn,1,0,5.4.4,2023-02-21 15:20:50,,
40,a47ac1d2-7553-4d28-bae2-09531c359202,Thị Huệ Phạm,"App bị lỗi ạ, tôi đăng nhập ko đc",4,1,5.4.4,2023-02-21 14:56:27,,
41,7539d617-5d50-428d-b6ee-0d4a4e584b36,Nhi Nguyen,Đăng nhập báo lỗi,3,0,5.4.4,2023-02-21 14:54:20,,
42,59706fc7-c44b-4ffd-83aa-2a937a88f557,Khổng Quang,Tốt,5,0,,2023-02-21 14:50:30,,
43,b6469337-d7ea-46ce-a2b3-222728ac740b,Nghiêm Nguyễn,Cần cho đổi số điện thoại trên app luôn,5,0,5.4.4,2023-02-21 13:32:12,,
44,71691351-2eb1-4357-8925-b6a8579988a5,Hồng Vì,"Mọi thứ đều OK, ck nhanh, STK dễ nhớ, k lỗi bảo giờ",5,0,,2023-02-21 08:14:50,,
45,48691156-498c-421d-b82d-6085d2f98b17,Lợi Nguyễn,NGUYEN VAN THANG,5,3,5.4.1,2023-02-20 23:13:29,,
46,f76087a6-a9f4-440f-bcec-ca9398c31630,Cô 3 Hậu Bánh Mì Chảo,"Đã có tài khoản , ok 😘",5,1,5.4.4,2023-02-20 23:09:02,,
47,b768d6fc-5389-44d2-9f2b-21c88b1a08d1,Nam Nguyễn công đai,Ap ăn rui cai trông bao chuyên tiền .. Bí lác suốt,1,4,5.4.4,2023-02-20 14:08:54,,
48,d0ab256c-c7f0-4a08-a71b-4c41eb87846d,Son Phamvan,Rất tốt và tôi rất hoài lòng xin cảm ơn,5,0,,2023-02-20 12:18:36,,
49,550cd3ce-9c12-4c00-979e-b1ba2883e569,Binhlanmobile Binhlan,hs,5,0,5.4.4,2023-02-20 05:33:24,,
50,db377507-7ff1-4809-99d9-451ed8872338,Thanh Điệp,RẤT TỐT!!!!,5,0,5.3.1,2023-02-19 17:20:44,,
51,ff53f815-d551-4efb-824b-e29a0f1cb469,Văn Tý Nguyễn,Phiền phức. Bất tiện,1,2,5.4.4,2023-02-19 14:47:40,,
52,a4f47002-b5e0-4a3c-9ace-01554d3d3675,Bao Duy Huynh,đăng nhập không được,1,1,5.4.4,2023-02-19 12:14:16,,
53,5c8ef8a7-d1e5-42fc-9ecf-d0651d71049c,Hoàng Võ,Chụp hoài k được,1,1,5.4.4,2023-02-19 12:11:50,,
54,bdebd602-3075-4ed2-8647-2ca5dffb3b6c,Khiêm Khắc,Nhiều thủ tục quá,5,0,,2023-02-19 11:19:33,,
55,acaa9a71-167c-4f3a-8d81-6ac025325864,Trung Đặng Ngọc,Lỗi thông báo cứ vào xem là bị lag,3,4,5.4.4,2023-02-19 09:46:52,,
56,fad33cdd-4177-4a05-b43c-f8fee0d20c8a,truong nguyen,#travel #hanoi #vietnam Vietinbank một ngân hàng phát triển nhất thế giới 🌏🗺🌍🌏#💋👍,5,0,5.4.4,2023-02-18 23:48:22,,
57,3ff87e3f-61e3-4099-b9f7-bcd08da7722a,Phan Nguyễn Đăng,Kiểm tra căn cước công dân lỗi 🤡🤡,1,25,5.4.4,2023-02-18 23:26:54,,
58,6d439c61-65b8-46c1-b45b-f249f6ad4608,Dao Thi,Tốt,5,0,5.4.4,2023-02-18 23:17:50,,
59,b8aeeb2e-af37-4a8f-8251-d410b52368e3,Mộc Mai,Tốt,5,0,5.4.4,2023-02-18 23:16:54,,
60,f05377c1-2a6d-47bc-bdee-651a72ba4d4c,HUY NGUYỄN PHÚC,ứng dụng xài tốt lắm,5,1,5.4.4,2023-02-18 22:24:29,,
61,3ad53c41-3e89-493d-9f3d-92b8a249c512,Po Pipi,Good,5,0,,2023-02-18 21:53:46,,
62,c7410fbc-c6ad-4c62-8977-1c15373ac7a9,Khánh Thiện Nguyễn,Yêu cầu phiên bản 6.0 để sử dụng vân tay mà phban mới nhất mới có 5.,3,1,5.4.4,2023-02-18 20:44:23,,
63,75de0d32-9f38-4a43-9016-f202b93821a8,Văn Nam Trần,"Từ ngày 19/2/2023 đột nhiên không nhận được thông báo trên ipay. Dù đã đổi điện thoại, tải app lại, khởi động điện thoại, làm trống bộ nhớ... máy luôn luôn có 4G hoặc Wifi! tốn tiền tổng đài không giải quyết được cái gì!",3,0,5.4.4,2023-02-18 19:47:53,,
64,c7b1d806-631e-4350-972d-cf540766b91a,Cuong nguyen van,Duoc,3,0,,2023-02-18 19:38:06,,
